Submission_ID,Respondent_ID,Submitted_at,Loan_Id,NPS_Score,NPS_Reason,NPS_Improve,NPS_Quality,NPS_Support,NPS_Delay,NPS_Support_Challenge,NPS_Support_Challenge_Details,NPS_Battery,NPS_App,NPS_Communication,NPS_Phone_Lock,NPS_Feedback
jaxNqpQ,EpQgdL,2025-07-22 15:08:00,recvUKgZT6GsbKAIR,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Perfect
Me5BQNk,Vr5qOy,2025-07-22 15:08:00,recjB2YEijISbeaar,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",I have ever,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,I don't have
0QPXgqy,qyApd5,2025-07-22 15:09:00,recJVpffWbsG4MSCp,10.0,,,Yes,Yes,No,No,How can i confirm my balance,,,,,
Ek09r2X,5JV0X6,2025-07-22 15:09:00,recl9YsExnX1qWJxQ,10.0,,,Yes,Yes,No,No,Na,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,No
OD0veWp,lpd5WN,2025-07-22 15:09:00,receIITBu784FeZzj,10.0,,,Yes,Yes,No,No,Null,,,,,
ZjJ0LBz,ebepBQ,2025-07-22 15:09:00,recukIjBOIqzv1yjt,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
81eOgYP,22NZPg,2025-07-22 15:09:00,recswQbjJ4POjJ9PJ,10.0,,,Yes,Yes,No,No,No problem,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No other feedback
BzBNqZK,M0zgGX,2025-07-22 15:10:00,reccQdzVEULTjgqHk,8.0,,,Yes,Yes,,,,,,,,
5B2Rojv,Bvkg8Q,2025-07-22 15:11:00,rectVZEVcaO9UiQjD,10.0,,,Yes,Yes,Yes,No,Appp,No,"Yes, but I am not satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Offer for a week
xXZKLkJ,rXApL2,2025-07-22 15:11:00,recc6Uz5GZQit6UNI,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",Great,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,No
44j5RK5,22NZlj,2025-07-22 15:11:00,recZ67nI71Op6qpbj,8.0,,,Yes,Yes,No,No,No,No,"No, I have never used it",,,
81eOV85,W45gQJ,2025-07-22 15:11:00,recSKcxGRIDmkcGfM,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Excellent
BzBNq07,baxDEE,2025-07-22 15:12:00,recPftILOE2DUmBkF,10.0,,,Yes,Yes,No,No,.,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,.
xXZKEvG,oJMpYM,2025-07-22 15:13:00,recViF2OEkR9xCgdO,10.0,,,Yes,Yes,Yes,Yes,"When my phone locked at night,and the customer care isn't available i have to wait untill the next day",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No
eqE48gx,boXlM7,2025-07-22 15:14:00,receTst45GsUTyyTC,9.0,,,Yes,Yes,No,No,No,No,"No, I have never used it",Free SMS – 25044,No,Non
Gx0WVxo,4Zxd4X,2025-07-22 15:14:00,recBW3WflBlSL7aee,8.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
OD0vK2Y,L8Wg8l,2025-07-22 15:15:00,recunWKNeihWkfvvx,9.0,,,Yes,Yes,Yes,No,"When I pay, it takes time to reflect. 
",,,,,
 Another challenge is having to unlock it under WiFi or Internet connected area.,,,,,,,,,,,,,,,,
 Make the unlocking seamless," not having to be connected to internet.""",,"Yes, and I am satisfied with the MoApp",,No,Thank you for your incredible services.,,,,,,,,,,
KY0b4JX,5N15zP,2025-07-22 15:16:00,recfdd2nTsOhi1Az0,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,
dWProKK,89Q5eo,2025-07-22 15:16:00,recp8MSfYeUzO2bUM,9.0,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Am good
0QPXzbN,4Mdzro,2025-07-22 15:17:00,recDmEIK3o8zadP19,8.0,,,Yes,Yes,No,Yes,My phone had issue with s pen where by is not connecting after visiting the service centre nothing can be done just bacause the phone is not new,Yes,"Yes, and I am satisfied with the MoApp",Self-Service USSD – *789*25044#,No,Why is that nothing can be done to my s pen yet am paying the phone even if the phone is not new everything should be working well
Np0kxyG,KXlyPg,2025-07-22 15:17:00,rec4COfhxmHvFzPRI,9.0,,,Yes,Yes,Yes,No,Technicality issues,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Satisfied with your services
Np0kNdO,EpQYy2,2025-07-22 15:19:00,recWtWXR7wp0enBiV,10.0,,,,,,,,,,,,
BzBNo0R,NzWyep,2025-07-22 15:21:00,recjjiLTa7dHmV7wb,10.0,,,Yes,Yes,No,No,Non,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Non
81eOD1P,xGaBBy,2025-07-22 15:22:00,reclab5GxnkrBcn3r,10.0,,,Yes,Yes,No,Yes,Getting through to an Agent in your call center is very difficult. You meed to add more splits in it.,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Just improve on the call center
Y5d8b95,GMdyDQ,2025-07-22 15:24:00,recEl62c3uh84Hm2Q,8.0,,,Yes,Yes,No,No,No challenge,No,"No, I have never used it",Reach Out via a Sales Agent,No,I'm ok
9qlV05Q,j4zPJx,2025-07-22 15:24:00,rec6xIP5YY5b8w25N,4.0,,,Yes,Yes,No,Yes,Have someone to work night,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,Yes,Average
BzBNJge,89Qy5z,2025-07-22 15:25:00,recINHSTLmv0yVAvg,9.0,,,Yes,,,,,,,,,
rjE78oR,QG5WYA,2025-07-22 15:25:00,recQtMSX4Sseib9Yf,10.0,,,No,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,
eqE4gNE,aWYga2,2025-07-22 15:26:00,recsdEpKyQFIYCrrj,10.0,,,Yes,Yes,Yes,No,Customer service should be 24/7,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
vG2k8KX,jKQYEQ,2025-07-22 15:28:00,recNIiMy81fXEe1X0,10.0,,,Yes,Yes,Yes,Yes,I made my payments and the device was unlocked.Tried to reach customer care but failed .Iwas told it was not working hours,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,Make the customer care number available 24hours
7RZGrvZ,lpd9qX,2025-07-22 15:30:00,recvD1YRxvSMkxBrM,0.0,,,No,No,Yes,Yes,Poor service,Yes,"No, I have never used it",MoPhones App,Yes,Bad
q4P61OG,EpQrK2,2025-07-22 15:30:00,reczTRzdqTveHVNEq,1.0,,,Yes,Yes,Yes,No,No challange,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,Yes,It is good
WO0yVVk,yO9p04,2025-07-22 15:30:00,recsJdWuyyaLbgtlv,,,,Yes,Yes,,,,,,,,
ZjJ0r10,046g6B,2025-07-22 15:31:00,rec1WfRVvT8H7sDZO,6.0,,,No,Yes,No,No,No challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,The phone is slow it has started haging
Ek097jX,rXAbv5,2025-07-22 15:32:00,recnwoPg1xcdxOiH9,10.0,,,Yes,Yes,No,"No, I have never looked for customer care",No challenge so far,No,"No, I have never used it",Reach Out via a Sales Agent,No,I'm just a day old
ZjJ0BaA,xGaLBk,2025-07-22 15:33:00,rec1ybnrEuJlYmn0r,7.0,,,No,Yes,No,No,,,,,,
Gx0WAMZ,4ZxDAb,2025-07-22 15:33:00,recTzk9tAwABKlyEZ,9.0,,,Yes,Yes,No,No,No challange,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Services are good
2Er09gD,QG5WWG,2025-07-22 15:33:00,recQmxaz0nNMuiSkA,10.0,,,Yes,No,No,Yes,"To have all technicians all working days and your employees to observe time of work,because on Saturday I was there at service center and it's was supposed to opened at 9am but it was opened at 10:08am",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,To give your customers full charging system not only USB cable
KY0bjDX,OR5eqY,2025-07-22 15:33:00,recc7FpvepgeFwjtX,10.0,,,No,Yes,No,No,Ny phone is hanging,,,,,
aQGVM0Z,Po5WNB,2025-07-22 15:35:00,rec0AUa8GxoiY082u,3.0,,,No,No,No,No,My phone started heating and hanging when I was about to clear my debt,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
5B2RA0b,DLd92b,2025-07-22 15:36:00,recbqkVgBLVIml8WB,10.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
q4P6ll5,vRyVXd,2025-07-22 15:37:00,recafm26uWl93BuDK,6.0,,,Yes,Yes,Yes,Yes,Reconnection after payment,No,"No, I have never used it",Self-Service USSD – *789*25044#,Yes,Partly payment
rjE7ZR5,d7x4LA,2025-07-22 15:39:00,reclkTFLMOhWZj8IY,10.0,,,Yes,Yes,No,No,Never had any challenge,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Happy with your services n am in love with the phone
xXZKqRv,6q2GWP,2025-07-22 15:39:00,recaESb37Z3k0tr4e,10.0,,,Yes,Yes,,,,,,,,
xXZKqPk,RO51Z9,2025-07-22 15:40:00,recda5ukR5pcItX8V,8.0,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Not really
VL8ge6E,M0zlQ0,2025-07-22 15:41:00,recFRxcBfLJ8JIQ31,9.0,,,Yes,Yes,No,No,Slow,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,No
J907P6Y,vRyV4l,2025-07-22 15:41:00,recmCIEU0Egxpvybr,3.0,,,No,Yes,No,No,No,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Why is my phone hanging and also I can't take screenshot hence making my work difficult using your phone
7RZGA2L,kL6XZo,2025-07-22 15:42:00,recHYwgpYJAuABt67,9.0,,,Yes,Yes,Yes,No,"It took 3hrs for the phone to unlock since the payment was made from a different number. 
",,,,,
" Intergrate the system incase my account number is payed for using a different line it can dettect fast.""",Yes,,MoPhones App,,Introduce new phones not the refabs.,,,,,,,,,,,
9qlV81Y,oJMZ9e,2025-07-22 15:42:00,recfIbBNmjR16tBX1,10.0,,,,,,,,,,,,
q4G1MA8,RqVJDd,2025-07-22 15:44:00,recK6Q7jxS6DnwZbt,7.0,,,Yes,Yes,No,No,To see balance,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,Yes,No
KY0bEO8,GMdabj,2025-07-22 15:44:00,recBAntJkRj6Audcy,10.0,,,Yes,Yes,No,No,Challenge is when I fail to pay my phone like a week then ipay it on the following week iwill like you to open the Phone and carry forward the previous week ifailed to pay,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Thank you very much am so happy get aphone on credit and own my dreams sumsung phone
5B2RJDZ,22NYLM,2025-07-22 15:45:00,recpuRKeUo1NALQzz,1.0,,,No,Yes,No,No,This phone drains very quickly... it's capacity to hold charge is very low I don't understand why,Yes,"Yes, but I am not satisfied with the MoApp",MoPhones App,No,No other feedback
Me5B0LM,vRya58,2025-07-22 15:47:00,recJG98SLxbYcTrOw,7.0,,,Yes,Yes,No,No,,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,
WO0y47v,JQO1MR,2025-07-22 15:49:00,recVSKHIZTmCybhAt,8.0,,,Yes,Yes,No,No,No challenge...but the pattery is running low pretty fast,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
81eOgBO,OR5gPa,2025-07-22 15:52:00,recum5e009nMzR7YA,8.0,,,Yes,Yes,No,"No, I have never looked for customer care",My battery this is the poorest of all,Yes,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Am okay
pbVaa6E,qyAQQY,2025-07-22 15:52:00,recmGOJBMAdnnXuLp,5.0,,,No,Yes,No,"No, I have never looked for customer care",Battery is bad,,,,,
gD422xK,W45bbj,2025-07-22 15:54:00,recomdF0WZPEQDofl,10.0,,,Yes,Yes,No,No,No any challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,You are the best
aQGV79v,jKQ8DY,2025-07-22 15:54:00,reccVUQQfjfWgRNF6,9.0,,,Yes,Yes,No,No,N/a,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,N/a
pbVa8Wy,Vr5WJM,2025-07-22 15:57:00,recBfZSbBxyxDYYab,9.0,,,No,Yes,No,No,No challenge,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,The phone is locked so I cannot update the software. Pretty frustrating
aQGV7ov,aWYpDq,2025-07-22 15:57:00,recih7pd4MXz4qb7D,10.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing
RGLpELP,vRy8Dl,2025-07-22 15:57:00,recWQRnTVKB6EqWvC,10.0,,,Yes,Yes,No,No,So far so good,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing much
2Er0QMM,AkLMQo,2025-07-22 15:58:00,recXk1rv4PQKfOjxA,5.0,,,Yes,Yes,,,,,,,,
44j5eqk,pgBY7b,2025-07-22 15:58:00,recbsc9o29FK4fopC,10.0,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Nice company
eqE4de0,DLdRON,2025-07-22 16:01:00,rec4JMuwyiAnTMTNg,6.0,,,Yes,No,No,No,6,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Thankyou for services
Np0ke1Q,JyAvOz,2025-07-22 16:02:00,recJE0cEY8F6JFR3Z,10.0,,,Yes,Yes,,,,,,,,
D4eQlLb,RO5y5Q,2025-07-22 16:05:00,recESREXiUzP5DRjl,8.0,,,Yes,Yes,No,No,Recommended,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
obBppzV,pQWdqZ,2025-07-22 16:05:00,recUzv5GLFcKjahYD,5.0,,,Yes,Yes,Yes,Yes,28369994,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,Yes,My app is not seteble
5B2R6Ob,rMpxYl,2025-07-22 16:06:00,recumVnDtucimMjZu,10.0,,,Yes,Yes,Yes,No,,,,,,
BzBNOjA,Vr5OyE,2025-07-22 16:06:00,recIKZTVw082A9AZz,9.0,,,Yes,Yes,Yes,No,Everything is okay,,,,,
2Er0qRb,Po5JWP,2025-07-22 16:07:00,recwbiuvMTKxfXGlh,2.0,,,Yes,No,Yes,Yes,The phone keep huging when installing some applications,No,,,,
jaxNdk6,Zx6ryv,2025-07-22 16:08:00,reckA8b1Daay2yn8w,3.0,,,Yes,Yes,No,No,Y,,,,,
1AEqPbp,RO59zv,2025-07-22 16:12:00,rece7jrJtyar46rQR,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
RGLpX9j,pgBpE8,2025-07-22 16:13:00,recFED1LYXJq78Gpt,5.0,,,Yes,No,Yes,Yes,Sometimes you can talk to one customer service agent to solve the problem heor she keeps you holding till one gets bored then another one again really boring,No,"No, I have never used it",Free SMS – 25044,,
BzBMzD1,VK4JLv,2025-07-22 16:16:00,recT0tky5KX2jBnTh,8.0,,,Yes,No,No,Yes,Your customer care takes long time to respond,No,"No, I have never used it",Phone Call – +254 728 444 442 or +254 709 924 404,No,
jax1e24,W45Waa,2025-07-22 16:21:00,recdo6PfxB75iqwkw,10.0,,,Yes,No,,,,,,,,
b5ObZ9Z,Po5xBP,2025-07-22 16:21:00,recRcZ66lPIDJjLsL,6.0,,,No,Yes,No,Yes,the phone i purchased its loosing the network. its picking for a few minutes then looses… now most of the times i’m offline,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,no
aQG79eZ,XjWpLP,2025-07-22 16:23:00,rec6aFhRIgGuW9SkG,10.0,,,Yes,Yes,No,No,,,,,,
9qlbNb4,RO5NXv,2025-07-22 16:24:00,rec5Rg6hz54lSZG1Q,10.0,,,Yes,Yes,No,No,Nil,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
Gx086xO,W45LJR,2025-07-22 16:24:00,recqvxqO6kHyxUAvo,9.0,,,Yes,Yes,Yes,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,U r the best
44jeaVO,BvkyvA,2025-07-22 16:24:00,recTApvV3zSAdKmkI,0.0,,,No,No,Yes,Yes,"Delay in reflecting.
",,,,,
" Battery draining quickly""",Yes,,Phone Call – +254 728 444 442 or +254 709 924 404,,Battery life span-cant go for 10hours after full charge,,,,,,,,,,,
Ek0yK14,RO5A59,2025-07-22 16:25:00,recYXmoOIZiLvhaFy,5.0,,,No,No,No,"No, I have never looked for customer care",,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,The battery doesn't store power for long
KY0dzOz,OR56jp,2025-07-22 16:25:00,recJ8dJKweOppTpRB,1.0,,,,,,,,,,,,
D4egqyZ,22NW9V,2025-07-22 16:27:00,recatXyeWXzc8dKq8,7.0,,,No,Yes,Yes,No,"1.sometimes hungs when someone calls me
",,,,,
 2.doesnt hold charge for long.. infact hours,,,,,,,,,,,,,,,,
" 3.keeps saying that it's not registered to a mobile network when I want to make a call so I have to restart the phone first""",Yes,,MoPhones App,,,,,,,,,,,,,
yPDVM5x,gBMEOM,2025-07-22 16:27:00,recWWcIEhTHemc6Id,10.0,,,Yes,Yes,No,No,I'm good,,,,,
dWPBNdV,7Q2ykZ,2025-07-22 16:28:00,recFXzYuzyq2kCVoS,10.0,,,,,,,,,,,,
b5Ob99E,7Q2y7R,2025-07-22 16:29:00,recdJzgvy8kUOlvBV,10.0,,,Yes,Yes,No,No,No,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Best
ZjJqoD0,OR5RDp,2025-07-22 16:32:00,recDsBNtrO8HgsYfo,1.0,,,Yes,Yes,No,No,No,No,"No, I have never used it",Reach Out via a Sales Agent,No,No
WO0xrYv,ebeV4O,2025-07-22 16:33:00,recjLwDYTg0tmF94A,10.0,,,Yes,No,Yes,Yes,My balance is not reflecting on my app,No,"Yes, but I am not satisfied with the MoApp",MoPhones App,No,No
QK0Po5p,d7xM8V,2025-07-22 16:34:00,reclQT2GzcJD6zPBu,3.0,,,No,No,No,Yes,"I have called and I have came my self in your offices. Truly I have been served well all the times . But the problem is even after my device is carefully checked and replaced. I haven't seen any changes. Only a slight change on battery. THE camera keeps stopping everything. I can't record take pictures or go on a live streaming, and these are the purpose of purchasing it. Please kindly change this device and give me a better on . Because it has been replaced several times but there is no change",Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,I need assistance as soon as possible
rjEzaaM,Pe0Zad,2025-07-22 16:35:00,rec3gUMeQnifHztnY,9.0,,,Yes,Yes,No,"No, I have never looked for customer care",,No,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,
68xajNO,aWYWKq,2025-07-22 16:39:00,recg7QN3xD1dgL73R,6.0,,,Yes,Yes,Yes,Yes,My phone cover at the back pilled off and it has never been replaced making it to look so badly,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing mode
Np0GlQG,22N2Ge,2025-07-22 16:40:00,recG4W9Rmd9CYLpYd,10.0,,,No,Yes,No,No,"My phone is hanging after turning on my data or WiFi,how can i overcome this situation?",No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No feedback
Gx08pzo,zVDl78,2025-07-22 16:42:00,reczG8H0AY6VxGIxN,0.0,,,No,No,No,No,Support is good but the phone is draing the battery bbeen in the store 2 Times and am honestly tired,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Kindly wishing to have my battery sorted
5B2W9yb,ebe4lq,2025-07-22 16:47:00,recRamLX2VTsNYGVS,6.0,,,Yes,Yes,No,"No, I have never looked for customer care",No,Yes,"Yes, and I am satisfied with the MoApp",Reach Out via a Sales Agent,No,Am 👍 okay
2ErQPop,046N06,2025-07-22 16:55:00,recTzWIn8iXjTrLpk,5.0,,,Yes,Yes,No,No,10,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
9qlbWV4,d7xLPK,2025-07-22 17:06:00,recNlcrJA2VAf5Bim,2.0,,,No,No,,No,,,,,,
EkQVeXo,2610bM,2025-07-22 17:08:00,recmgIEV4pqOpqFRY,1.0,,,No,No,No,Yes,You phones don't have tracking devices when lost nothing be done on the follow-up,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,No
1AEqrlp,Vr5R4a,2025-07-22 17:09:00,recR9KcQfXZu2UAo7,10.0,,,Yes,Yes,Yes,No,,Yes,"Yes, but I am not satisfied with the MoApp",Self-Service USSD – *789*25044#,No,
vG2oN0d,Eg4X04,2025-07-22 17:12:00,recvGNRNp4enGhO54,0.0,,,No,No,No,Yes,"The quality of the phone that I received was bad, when I returned it, you claimed that if was new and refused to refund me, pure theft",No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,Don't text me I nolonger use your service
kdZMAEr,lpyDOp,2025-07-22 17:13:00,recxZM6orn4O0w3c0,7.0,,,Yes,Yes,No,No,Payment...,,,,,
81e7d0A,EpXzzX,2025-07-22 17:13:00,recn2WvKiTKN0307m,9.0,,,Yes,Yes,Yes,No,No,Yes,"Yes, and I am satisfied with the MoApp",MoPhones App,No,
gD4K4vl,Jy699R,2025-07-22 17:19:00,rec7jCmNMPNWJHeDs,,,,Yes,Yes,,,,,,,,
44jejqb,oJybEP,2025-07-22 17:21:00,recN8VMjQ4fsV0r5M,8.0,,,Yes,Yes,No,No,,Yes,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,
Np0G0Nb,jKDjQa,2025-07-22 17:21:00,recn8oDJTBIxIyNWt,9.0,,,Yes,Yes,No,No,No,,,,,
A78Z0Go,Po5P55,2025-07-22 17:23:00,recgpyE43PfSmMMLY,10.0,,,Yes,Yes,No,No,No challenge,No,"Yes, but I am not satisfied with the MoApp",Free SMS – 25044,No,Quick and prompt services at customer care office
rjEzE8L,pgKbOb,2025-07-22 17:24:00,recDSlgMbzzblWF6q,10.0,,,Yes,Yes,No,No,Its perfect for me,No,"Yes, and I am satisfied with the MoApp",Free SMS – 25044,No,Am happy so far
zxePZRa,89K14A,2025-07-22 17:28:00,recYTdcNJjJQgB1FT,10.0,,,Yes,Yes,No,No,No challenge,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,No,Nothing
68xavLY,Akdrry,2025-07-22 17:30:00,recpw2lCUeuRctSJn,8.0,,,Yes,Yes,Yes,No,Sometimes the phone hangs and it delays to update after payment,No,"Yes, and I am satisfied with the MoApp",Phone Call – +254 728 444 442 or +254 709 924 404,Yes,No
b5Ob8AE,Nz6r5b,2025-07-22 17:39:00,rec8YrNy22sUij5I5,10.0,,,Yes,Yes,No,No,No comment,No,"Yes, and I am satisfied with the MoApp",MoPhones App,No,No comment
